,LABEL,COMMENT
2588,GM,Hu pn gujrati chu wah bhai wah
2590,GM,manay bollywood ma chance aapo himeshji
2591,GM,Himesh Reshmiya Gujarat number van
2592,GM,Wawawawawawa
2594,GM,Khub j saru Himesh sir.
2595,GM,Aila himesh gujarati 6 😊😊
2597,GM,Bahuj Saras ane arthpurn vaato....
2598,GM,Himesh Reshammiya To Gujrati Se Mane To Aaj Khabar Padi Gujrati Maa Vaat Kari Elte
2599,GM,Kaun kaun have Himesh ni Wikipedia ma javana chho?
2601,GM,Himeshbhai no amuk parivar surat ma re 6e hamna
2609,GM,Bhai bov fine gujarati bole ch 😍
2610,GM,maja aavi himeshbhai ne gujarati ma Sambhadi ne thanks bbc
2613,GM,"emne kahyu ""hu mahentat karta kismat ne vadhare maanu chhu"" e vaat alag chhe."
2614,GM,Ketla varsho pachi Himesh Gujarati Bolyo che
2617,GM,Bhavnagar no che atle avde j ne
2621,GM,Himeshbhai gujrati songs bnao..
2622,GM,Vah himeshbhai 😂😊😍
2624,GM,Gujjubhai humesha sup star vah... Himeshbhai
2625,GM,Alaya Gujarati 6
2632,GM,Ha moj ha
2633,GM,Khubj sars tame Gujarati MA vata kro cho VA very nice
2637,GM,Jordaaar... 🌺🙏🏻
2638,GM,Ha Gujarati Ha....😄😄😄 love from GJ-10
2639,GM,Haaa bhai
2640,GM,Hu vaat Karo cho himesh resamiya Gujarati Che
2642,GM,Vikramthakor jode banavo
2643,GM,Ala aap Ne Gujarati se
2646,GM,Apno भाई गुजराती है
2647,GM,"Reshamiya love you Good luck with your movie,wish you every success."
2648,GM,Gujarat nu name roshan karyu himesh bhai
2650,GM,"Himesh Reshammiya Gujarati Che.,"
2651,GM,Jayare bollywood ma himesh no virodh a mate thayo k te nak mathi gay se tyar thi khabar ae ke himesh gujarati se 
2652,GM,j loko virodh kyaro ane kon samajave k himesh game tya thi gay tamare se amne hime no voice game se .....
2653,GM,atle j teno virodh thayo hato ..baki himesh no voice & music outstanding se …
2656,GM,Gujarati ma vat karta peli var sabhadiu
2659,GM,"Khbr nti yaar gujrati che m.. 
 Have full support.."
2660,GM,Mare pn git gavu 6e.. chance aapo koi..
2661,GM,App  da  gujrati  batyey  aagal  che  ho  baki
2662,GM,Bahu  mast  gujrati  bolo  cho 👌👌👌
2663,GM,Himeshbhai  gujrati  ma  have  1 2 git  banavo  plz
2664,GM,Shu  vaat  che  himeshbhai  tame  gujrati  cho  mane  to  ajje  khabar  padi  tamari  modthe  gujrati  sambhline  bahuj  aanand  thayo
2665,GM,Thanks  BBC gujrati  channel
2671,GM,Ha gujju ha
2676,GM,Wowwwww himesh bhai gujrati bole chhe ☺☺☺☺☺👌👌👌💐💐💐💐
2680,GM,Vah Himesh..gujju bhai rockk
2684,GM,Gujrati to saru bole 6e bhuro
2685,GM,Oh hahaha app gujrati cho. Vah
2688,GM,Himesh sir Gujarati  bolo cho
2690,GM,Ketlo cute lage che Gujarati bolta
2691,GM,Vah  shu  VAT  chhe  are vatt  chhe Gujarati
2695,GM,Lohana che Himesh
2699,GM,Bhai aapda gujrati no j duniya ma ekko se
2701,GM,Himesh Reshamiya Gujarati thai ne 'Tari aankh no afini' geet na lyrics bhuli jay...aavu chale ??
2704,GM,Ohhri baba ye to gujrati niklu 6 ye manne aaj pata chalyo
2705,GM,tame Gujarati so a Jane ne anand thayo
2706,GM,VAh gujrati  VAh moj
2708,GM,Gujarati no danko aakhi dunya ma vage😀😀😀😍😍😗😗😗😗😗😜😛😛 gujj na tale dunya dole 💃💃💃💃💃💃💃💃
2709,GM,"Pakko gujrati,👌👌"
2710,GM,Gujarati super bole se ho
2711,GM,Ohho!!!!  Gujrati
2713,GM,Vah himesh bhai
2714,GM,Himesh to gujratito 6j pan pelij var joyuchokho gujratibhasha bolta bhuj midhulage6 gujrati bolta
2715,GM,Ha hemash haaaa
2717,GM,Bhai bhai amara  district's na se
2718,GM,Himesh reshammiya paheli vakhat Gujarati bolta  Joya  very nice himesh
2719,GM,gayano😂😂😂😂
2720,GM,Nice bro Gujarat nu govrav
2722,GM,Himesh no dasko hato bhai 2006 2007 ma ho baaki
2724,GM,Gujlish bhasha...
2727,GM,Ha Mara Bhai......  
2729,GM,Mare git gavu che
2730,GM,Tiger to Gujarati niklyo
2731,GM,Aa je khaber padi himesh sir gujrati che
2732,GM,Bhundo lagad
2734,GM,Ha moj
2735,GM,Vah maza aavi gai aa janine ke aa himesh y gujrati che😎😎😎
2742,GM,Ha maro gujrati ho  jiya jay tiya hit thay che
2743,GM,Waah
2744,GM,Gujarati ma pan vat kare chhe ....su vat chhe..
2746,GM,Wow Gujarati che bhai
2755,GM,Ha maro Gujarati ha tari moj
2756,GM,Gujrati atle gujrati 😍
2757,GM,Ek be Gujarati geet gavo
2759,GM,Jordar himeshbhai
2763,GM,Raval Milan new song bnao chhu ravan Milan Gujarat ambaji
2766,GM,Dofao tmne loko ne aaje khbr padi himesh ni himesh mahuva no h
2770,GM,Ohh himesh gujrati che .....aje khaber padi ...bau saru lagyu ....
2772,GM,Mst ☑️☑️☑️☑️☑️☑️☑️👆👆👆
2777,GM, Je gujarati hoi te like karo gujju bhaio 
2778,GM, Are yaar mane to aaje khabar padi k himesh reshamiya gujarati chhe
2779,GM,gujrati na danka 6 bhai india ma bo hosyar jiya jai tiya gujrati na tufan dekhai supar thi upar gujrati
2780,GM,Vah mara gujrati
2781,GM,Many are shock watching him speaking gujju.. but ya he is gujarati... Proud of u! Sirji
2788,GM,Kathiyavadi ho
2789,GM,Ek album Gujarati ma pan banavo himeshbhai
2790,GM,Vikram thakor no bhai lage 6e
2792,GM,Himesh Gujarat na che Aaje khbr pdi... 😊😊😊
2793,GM,Ha Bhai ha Suparrr
2801,GM,Aa pan gujrati se ane alka yagnik pan gujrati se
2802,GM,Wah himesh bro ap gujarati ho 😘😘😘😘😘🙏🏻🙏🏻🙏🏻
2803,GM,Bhai bhai vah Gujarati avde a aapda mate  bau garv ni vat c6
2806,GM,Mane khub saru lagyu sir tamne Gujarati MA VAT karta.
2812,GM,"Ala ha ato gujrati che 
 Mane garvache himesh bhai upar"
2814,GM,Gujarati  sarsh bolo choo
2816,GM,Mane to Khabar j Hati k Tame Gujarati Choo 👍👍👍
2817,GM,Ha guju ha
2818,GM,Vah bhai super
2824,GM,vah gujarat nu gaurav
2825,GM,Mane Aaje khabar padi ke Tame gujrati 6
2826,GM,Tame Ak gujrati Song Banavone
2831,GM,🙄 himesh Gujarati che? Mne to aaje khbr padi yar...
2834,GM,Sara lago cho gujarati bolta hamesha bolitya karo
2837,GM,Guju cho a khbar hati but bolta pehli var joya..  and saheb thodu gujarati movie ma b music ma b aavo to gaurav vadhe...
2838,GM,Darek khune gujrati....jay jay garavi gujrat
2843,GM,Ha moj ha
2845,GM,Alya ato gujrati che ke su
2846,GM,Vah....Bhavnagari....
2849,GM,Pakka gujjubhai
2850,GM,Plz  camera ma joined bolo
2853,GM,Vav Gujrati Himeshbhai 2.3 song Gujrati ma bnavo Aapnu gujrat
2854,GM, jyare hu peli var emne malyo tyare emne mari sathe pan gujarati ma j badhi vat kari hati
2856,GM,Are vaah himesh resamiya gujarati bole chhe su vaat chhe
2857,GM,Ha e bhavnagar no hta
2859,GM,Gujarati na tale aakhi duniya dole che
2860,GM,Alya Aato Aapno gujrati  Niklyo
2861,GM,Gjb sar
2865,GM,Vahh bhai
2867,GM,Ohooo 👍👍👍👍
2868,GM,Gujrati geet banavo yaar
2869,GM,"Host badhu rati ne aavi che evu lageche, en karta openly bolo"
2875,GM,Oyi side...  E chhokro... Naw kahway...  Amo gayela... Ene gayu.. E aavelu
2876,GM,Jay garvi gujrat bahu saras Bhai
2877,GM,Late Jaikisan pan Gujarati hata.
2878,GM,badhu hachu himash pan actr ma feet nathi bathta jara pan tamre samji javai bhdha kata hoi to
2884,GM, मने पण खबर नथी  
2885,GM," कारण की हूँ mp ना धार जिला  मा रहूँ छू ,एट्ले । "
2888,GM,Bhai  aapne to jyare HR nu the xpose movie release thayu tyare j me Wikipedia par himesh reshammiya ni khabar padi hati ke e gujarati che...
2889,GM,Gujarati Ni moj ha
2890,GM,Mane pn support karo subscribe karo ne veves vadharo ne please
2891,GM,"Mojilu gujarat 😎😎😎 
 Garvi gujarat"
2894,GM,"Ala bhai रूप no nahi 
 Bol no bandhani😉"
2897,GM, Apda bachpan ma aa aek j ae hero hato jena geeto mate apda raah jota hata radio ane TV ma 😁
2898,GM,Yaar himesh no awaz pure kathiyawad type no che🖤 
2899,GM,Gujarati hovanu Garv 6
2900,GM,Mne aaj khabar pdi ke himesh bhai Gujarati s6 👌peli var Gujarati bolta joya
2901,GM,Sache kahber j nahti ke .... Himesh sir guharati che.... Its amazing. ...
2903,GM,Himesh ji ne gujrati...😇  khub j saras....ha pyar kiya to darna kya mne baalpan ma modhe thy gayelu😂..nice interw...sambharine khushi thyi...himeshji ni vaato prthi e khub saara manas janaay chhe
2904,GM,Kone aaje khbar pdi k himeshbhai gujarati 6 ??😉
2905,GM,"Pakko surti 
 Sikhdayu"
2908,GM,Gujrati sunil shetty
2909,GM,Is himesh from gujrat ?????????
2915,GM, Are ato gujarati nikadyo 😅😅😅
2916,GM,Indian sinema ma 50 to 60 % Gujarati persan j che
2917,GM,Su vat 6 gujrati bole 6 Bhai 😂
2922,GM,कोने आजे खबर  पडी की आ गुजराती छे😅
2923,GM,Ha maro gujrati ha
2928,GM,ha moj
2929,GM,Ghanay ghadedao ne khabar j noti himesh gujrati se bolo🤦‍♂
2930,GM,haa bhai haa..my fev singar
2931,GM,"Je loko ke che k himesh reshamiya ne Gujarati avde che evu peli vaar janyu  
 To te loko Himesh ne pehle thi follow nathi kri rhya te 100% sachu"
2932,GM,Bhavnagar no se Himesh Reshammiya
2933,GM,Sahib avo ave taro bol no bandhani tari rup no pagal atlo
2934,GM,wah.bhai wah gujarati wah nice
2937,GM,aa gujarati che....lol....😮😮😮😲😲😲
2940,GM,Oskar award no judge pan  paan nilam gujarati che
2943,GM,ekdam mast himeji tame gujrati ma boyla bau saru lage
2944,GM,Ha mota bhai gujrati chhe
2945,GM,"Yoyo yoyo gujrati 
 😄😄😄😄😄"
2946,GM,Boom boom jordar
2948,GM,Bahu luchho gujarati chhe
2951,GM,Himesh bhai ne peli var Gujrati bolta joya 🤯🤯
2952,GM,Bahu saru lagyu Himesh bhai
2953,GM,Ha Bhai ame Gujarati
2954,GM,Aanu Mul game Amreli che
2955,GM,Gayno avse😆😆
2956,GM,Ha mara Gujarat na ser
2957,GM,Vah gujrati sher vah
2958,GM,Ha kathiyavadi gujrati
2965,GM,wah.....mara gujju
2966,GM,su vaat che koi che aya mari vaat hambhro
2972,GM,"Garv che himesh bhai .. Gujrati hova par  
 Ane tamari gujrati saras che ... Anchor karta pan 😊😊😀😁🙏👌"
2974,GM,"Surprise.. 
 Mane to khbarj nahoti 10 movies ma acting kari che...😂😂😂"
2975,GM,Fluent gujarati speaking
2977,GM,Ao ho lay Gujarati6 😱 
2983,GM,Tame Gujarati chho to Gujarati music ne agad lavo ne kaik new banavo
2984,GM,Jio Hjaro shal mere bhai. Ranuji jeva Nana loko ne pan dhyanma rakho cho.
2986,GM,Gujarati ane Angrezi  bher sher kari ne bole che.  Suddh Gujarati nai bole sa  ke.
2987,GM,Remo desouza pn Gujarati ch
2988,GM,Ha Gujarati Ha
2989,GM,Yaar gujarati Thai nay haju sudhi ek bhi gujrati geet nathi banaivo.why?
2990,GM,himesh reshamiya gujrat no che  ?
2991,GM,Daru hoy to chale pan ana thi upar mate kadak Saja malvi joiye
2997,GM,eloko na pn video bnavo koi vkht daring hoi to
3006,GM,avo koi var surat daman baju to khabar pade Saturday sunday daman and saputara ma daru kya thi guse eee
3009,GM,City s road pur a badhu Chala Cha koi pan action latu nathi
3010,GM,Matra nasa no ja nai pan sex no dhandho pan Chala cha
3012,GM,aa video bnavi ne kaam saru karyu pn je main manso 6e eto policevala 6e je hapta ley aa loko pase thi ... 
3015,GM,Je  kaam police nu chhe te media kari rahyu chhe ane police wadao ne to hapta leva thi j ucha nathi aavi rahya.
3017,GM,Surat ma pan Karo operations
3018,GM,Jo aapde aapda vichar badlishu to j world sudharse ok
3020,GM,Bija state ma daru ni chut se…
3021,GM,pela polis ne j pakdo hapta lay eee..star
3022,GM,polish vara j piva jay daru eee  pakdo garib janta na video banava nu badh karo do
3023,GM,Are bhai Daru bandh nathi thava no......
3026,GM,Vah v TV Salam
3027,GM,Bhai police ni mili bhagt thi j chale che police ne bdhai j mahiti hoy che
3028,GM,Reporters e Badha address Kai didhaðŸ˜„ðŸ˜„ðŸ˜„
3029,GM,Kaam kare che ane karva dyo ne je batava nu 6 a nathi batavta kai chori to nathi karta ne a loko
3030,GM,Nashabandhi Bharat Abhiyan 2.0 ðŸ¤£ðŸ¤£ðŸ¤£
3031,GM,Su police police Karo chho ahiya amne Jamvaa mate time nathi malto hagva mate time nathi .mlto ne hapta ni vat Karo chho Bhai badha police sarkha nathi hota Padi samaj
3032,GM,Haji lo
3033,GM,Bjp no
3034,GM,Aahi rade pdva pn majbur hase..police vara
3035,GM,Ek ato kuber nagar chhara nagar jai ne maro to khabar pade abathu to kai nai ðŸ˜‚ 
3036,GM,Bolo su joi a chhe em. Ane thode agad police ubhare pithela o ne pakdwa pan haddo band nathi karavta police wada ne tya mare b chhe j kisso new ma pan ave to Ahmadabad nu main haddo ana thi  motu kyay nai male toi pan tham thokar chale chhe a b spirit vadu ðŸ˜‚ðŸ˜‚ðŸ˜‚
3037,GM,tya to market bharai 6   jem k lal darwaja ma kapda vech va wada customer ne bolave avi ritna chhokra o rakhel 6 bahar boomo padva quarter half full beer
3038,GM,Aaaaaaa gandhi nu gujrat na hoy 
3039,GM,      Police ne hapta avta hase mate
3040,GM,Wahh
3041,GM,Police nu kam to tame  j kero cho 
3042,GM,Wah vtv news
3043,GM,Aa badhu bandh karvu e police mate Kai bav Moti vat nathi pan emane extra income pchi kyathi male e to problem 6a khali kevanu 6a Gujrat ma daru bandhi badhu befam chale 6a
3044,GM,Kubernagar aato Maro ðŸ˜‚
3045,GM,Marva dyo ne vasti osi thay
3046,GM,Modi harami nalayak police Vale KUTTE modi dalal 6e
3047,GM,Police na hapta fix hoy chhe
3049,GM,Police action km nathi leti
3051,GM,VTV CHALU RAKHVU 6 NE LAGTU NTHI HVE BHOV HALEE
3052,GM,psi biji vat
3053,GM,Kya male che ane ketla ma male che eni jaherat krva pohochya VTV GUJARARI.....
3054,GM,Aa  ne khabar nai  thoda Paisa na chakar ma loko ni life bagade che je public anu Sevan kare enu jeevan khallas Thai jaay che a badhi vastu o pachi chhuttiji nathi
3055,GM,To police su jakh marw che action levu juve jo police kai na kare to police badal pan action levu juve
3056,GM,Aa video pachi police koi action lidhu k nahi ??
3057,GM,News vala jo dhare to badhu pakdi j sake pan dhare kon
3058,GM,Sarkar su jakh marave 6
3061,GM,Badhu legal karo ane tax lagado government to kamai
3062,GM,pela helmet ni.vat.pori thvado
3063,GM,MODI NE KE AHIYA JE TODVA NU HOY A TODI LE SAMANY PUBLIC  NE HERAN SU KARVA KARE 6
3064,GM, amuk jagya a ganjo made amuk jagya a Daaru. 
3065,GM,amuk supermarket jevi facility hoi tya badhi ek jagya a madi jai. Jay garvi gujarat
3066,GM,Badha na market j che bhai.
3067,GM,Na kam kare to khankhero
3068,GM,Aa video police ne apo pachi joi
3069,GM,Police khatu best harami khatu 6e 1kad awards aapva joye best hapta lenar Police ne nd bija ena sathi ne pan
3070,GM,Video utarva thi tamari javabdaari puri thati nathi...tamare aa video police ne pan aapvo joia
3071,GM,Police su jakh mare che BC
3072,GM,Police hapta le 6e ne Aa loko dhando kare 6e  Aa mato police ni Vha Vhayi karvi joy Aapde
3073,GM,Vtv news Ahmedabad ke Bhaipura ke Ganja Gali mein aao Yahan per Milta Hai Ganja police Aati Hai per Kuchh Karti Nahin Gali Ka Naam Hai Bhagwan Das ki Chali
3074,GM,Police ni meli bagat
3081,GM,Juapura Asrawa MA tho khuluu vechai che aema hu navai che badhach malela he koi Kai Na Kare   Asrawa Na vaghriyo piyalach hoy 24 kalak
3082,GM,Reporter roj no garak lage che ðŸ˜
3083,GM,BTW GOOD WORK ðŸ‘â¤
3084,GM,reporter sathe aavelo manas aa badha vyasani lage che aetle badhi khbr j hoe ne aa road pr aa jagya a ubhu revanu aetle mali jay
3085,GM,aa badhi vastu lae ne tame kaeru rate party j kaeri hase e to video ma dekhado ke aa badhi vastu vechi naekhi karan ke aatla rupiya to bagado to nae
3089,GM,Marriot hotel dekhani pan same police station na dekhayu ???
3090,GM,Government ae loko ne garibi mathi bar lava joiye te thi loko aava aada kam karej nai manas tena chokra nu pet bharva mate kare aava kam baki koi ne ae shokh na hoy
3091,GM,Tame address Na kaheso
3092,GM,Vechva vala to 100 malse leva vaala ne Pella maaro
3093,GM, Ahiya sanje police ni gadi roj hapato leva aave che Teno video pan Madi jase…
3094,GM,. Vesiya khau Ane badhu Madi jase ane police pan tya thi Paisha leti Madi jase.
3095,GM,Aa badhu police NE pan Khbr j hoy che... Jem k naroda MA aavajo TV vada....
3096,GM,Vatva..ma avo bav che..bhaipura ma pan bav che..
3097,GM,Kem?? Aabadhu aa police wada ne nhi dekhatu...bas police ne paisa jiya male ej kam e loko jaldi jaldi kare che...
3100,GM,Bc kam thi kam rakho ne veche che to vechva do Tara bap nu thodi veche che jail me ae loko Jase tare shu panchat
3101,GM,Bahuj saras kam kryu 
3104,GM,Setelite police choki ni ek dam samej male che Bhai ganjo ne charas ne ghanu badhu jupad pati ma
3105,GM,Ahi Ahmedabad chamanapura ma pan anek gharo ma daru Ni potli vechaay se staay police Kai nai karti
3106,GM,aava ketlay stinh opration aaya.  pan aaj sudhi koi  mota loko pakdaya nathi.   akhu tantra tute a loko nu to bandh thay aa nasho.
3107,GM,Kasu khotu nthi Weed ma India ma j nam khrab che bar to vechay b che
3108,GM,Police j Madeli hoy to kasu na thay Ema...
3109,GM,Vimo fadva nikdi pade pan aa mate nay ave 
3110,GM,Police ne paisa madi jay etly aa badhu chalya kare ðŸ˜¡ðŸ˜¡
3111,GM,Jor bhai ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™
3115,GM,Jail ma Puri devay aa bdha sala o ne
3118,GM,Aa badha j area na police wada ni press conference kri jawab mangwo joie.
3119,GM,Badhane pakdi pakdi ne maaro
3120,GM,Police bdhu jaane pn ....paisaa khaay ne beseli 6e....haraami loko policewala ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ 
3123,GM,Gandhi na vandra banavi didha chhe public neðŸŒ€ðŸ™ˆðŸ™ŠðŸ™‰
3125,GM,"Police vara aa loko nu kai na ukhadi ske, police to fakt paisa khava mate jay 6e "
3126,GM,Modi saheb e police ne helmet vgr na loko pa6ad lagavi dikha 6e 
3127,GM,Aa to sarkari nokri kevay saheb.
3128,GM, And daru ni to have home delivery kre ch loko..    
3129,GM,  Mara jeva normal vyakti ne khbr ch to police ne to khbr j hase aa badha 2 number dhandha no...
3130,GM,"Bhai JUHAPURA , HL college, ghatlodia, income tax and Vastrapur ma to bindass chale ch Injection and Charas no dhando.... "
3133,GM,police ni jem kamishnar thi niche na Badhuj janta hoi che aa loko vishe
3134,GM,surat ma pan chale che
3135,GM,Des ni barbadi thay 6 pan Des ni kone padi 6 lukhhao helmet na name paissa bhega kare6 pardhan mantri videsh fare6..
3136,GM,Emni Krupa n mehrbani n temna j ankush ma badhu chale chhe...
3137,GM,gujrat.ghandhi.ji.no.janam.thayala.cha.yaha.daro.ni.manai.cha.to.sata.baro.kholy.am.piya.cha.lata.lata.vachai.cha.police.na.khabar.cha.daro.charas.pavdar.m.d.pavdar.bana.nasha.thay.cha.16.varas.na.chokra.piya.cha.ana.upar.koi.dehan.apta.nath.
3138,GM,Kartik bhai bus revado safai karvi 90% repotar pote lach Leta hoi che   
3139,GM,Police ne badhu khabar che kay maal male che kya thi ave che
3142,GM,RTO no target( 5100 cr) puro karine kadach dhayn aavse
3144,GM,Rupani haju suto che bhai ane jagado c.m ne layak nathi aatlu aatlu thay toy sarkar ane police su kre che
3145,GM,Karodono hapto chale aanlokono
3146,GM,bhai police vala na balko ane emani randio etale ke emani patnio    na jagiya ane bodiso na paisa aa loko j pura kare se
3147,GM,tmne Aajni thodi khbr hti .....
3148,GM,pehla karva ta ne sting operation ......
3149,GM,2 divs bandh rehse aa bdho dhandho p6i paa6a police hafto levaanu chalu …
3150,GM,bijo kaij kaam kri skti nthi Ane Loko toye bolse great Gujarat police …
3151,GM,eklu Gujarat j nai aakho Desh Nasha ma dubelo 6 …
3152,GM,.koi pn state uthai ne joi lo darek jagyae darek nasho mlej 6 ... 
3153,GM,Gujarat ma Evi koi jagya nthi jya daru na mdto hoy evu koi jillo nthi jya daru na mdto hoy ....
3154,GM,koi farak na pde police Khali ek j vastu par dada Giri kri Che challan challan …
3155,GM,rat gai baat gai …
3156,GM,Police ne bdhij khbr hoy 6 Roje roj hafta Jata hoy 6 aakhu gaam jaane Che …
3157,GM,Waah Maru Gujarat vikaas to aanej kevaay bhai ha moj ha Gujarat ni
3158,GM,jetlo 2 number no dhandho gujaratma thai chhe ama mota bhagna bija state naj chhe ma chodamna
3160,GM,"Aa bahu j shrm jnak vaat che Gujarat mate, Ahmedabad mate."
3161,GM,Wha... Amdavad police wha jabru karoso dofao ana paisaa ape cha sarkar tamne pakdta gaad fatse tamri garib loko na under Kari hapta padvoso
3162,GM,Pakdo badhi aunty o ne
3163,GM,Bjp sarkar kaik kro nahito aa vakhte tme gya gya gya gya gya gya gya
3168,GM,Loko leva j name Jay to thay kay
3169,GM,Janta to naso kare che
3170,GM,Police karta tyana local public no j vak kahevai 
3171,GM,Te na ghar same aavi rite vechai chhe
3172,GM,Badha ne mari mari ne bhagadva pade
3173,GM,Ama avu 6e k ahiya  police khub rupiya kamai rahi 6e sadaran Manas ne aa vat ni khbr hoy6e k aa jagya e aa vastu male to su police khabar nai hoy????? Aa badha Des ne barbad karva nikdya  6e... 
3174,GM,Thanks vtv je Avi khbr dekhdva badal
3175,GM,to su thayu kai nai 
3176,GM,VTV bov j saru Kam kare Che ðŸ™ 
3177,GM,Bija badha khali vato kare Che pn VTV vada a to live batavi didhu wahh sir ji heats off
3178,GM,Anand area mey ek village mey delly 40lac jugar chale che
3179,GM,Shabash dhnya che gujrat gov.. Ankho bndh kri ne besi rewa 
3180,GM,Ramdev nagar ma daru.veche che jyare be baju police ni gadio padi hoyche khabr nai ato apda protakshn mate che ke butlegaro na
3183,GM,Udata panjab ane have udata gujarat
3184,GM,Aa bhadu to khabar che bhai pan kasu thavanu nathi gandhi ji na 3 banadr bani ne rehvanu che publice ne
3185,GM,Tame loko jano ja cho ke upar sudhi hafto khavay che....
3186,GM,Vtv khub saras kam Kari rahya cho
3187,GM,Gruh. Mantri. Suta. Lages
3188,GM,Chorna. Petnav. Dand. Ughravama. Thi. Ooncha. Ave. To. Ne
3189,GM,News vala loko sodhi ne aap che to pan aju sudhi kai news pepar ma nai aave aavu to chaltu j rahese randev nagar ni same j police ststion
3190,GM,Baki manas mare khali helmet thi avi badhi vastu thi 300 varas jiv se. Ane emni family to raj karse raj.
3191,GM,Aa Badha Bhale Game Te Veche Police   To Helmet Vagarna Ne Pakadse
3192,GM,"Police Na chokra naso no karta Hoy evu joyu Che  
"
3193,GM,Aa karine pan koi faydo kharo sir. K m k je chhe a badalwana nathi. R.T.O. na j niyam palan karva. 
3194,GM,"Aavaripot.ni.govat.,.khabar.nathi....gandhi.nu.gujarat.se.nasA.mukat..gujarat"
3195,GM,Kai karo modi sir.plz... koi to.kadam uthao
3196,GM, aa Loko police ne pan jordaar pitai kare se.. 
3197,GM,aa Loko amdavadi don se..
3198,GM,ramdevnagar ma to aavta jata badhane puchi puchi ne khulle aam padiki veche che…
3199,GM,ane ramdevnagar ma to je jagya no video che ane baju ma ek nani choki 20 meter na distance ma che and Satellite police station 100 meter ma che
3200,GM,aa mudda ne chhodata nahi..aana thi samanya nagroko me pan suffer thavu pade che.. 
3201,GM,Gulbai takara. Ane Ramdev Nagar aa be Ariya khulle aam he joiye te male Che..
3203,GM,Police ne Badhi khabar hoy che  pan pachi Hafta kon aape ðŸ˜‚
3205,GM,Gulbai tekrani baju ma police choki Che kai matlabni nathi
3206,GM,Police ne rasta par janara bike varane lutvaama majaa chhe
3209,GM,Vtv jay too police kem nathi jati
3210,GM,"ne vtv news na loko video utaryo che to tame aa videos lai ne police ma jai ne fariyad karo ne, aa bdhaj point ma aa bdhaj loko ne pakdavo"
3211,GM,"Aa bdhu Gujarat police ne bdhij khbr che, pn a loko ne hapta male che ne, aa rupani to saav nakkamo che, Gujarat mate, "
3212,GM,Bhai Ahmedabad vad nay aavu VADODARA pan chhalu 6e
3213,GM,Vijay rupanine aa video aapo key KariðŸ˜‚
3217,GM,mullo no aj dhandho che desh nya barbad karwano
3218,GM,Bhogvvu pade
3221,GM,VTV ne salam che bhai
3222,GM,polish ni rahem najar thi Aa badha dhndha chale che kya gai modi ni nasha mukti ni vato.
3224,GM,bhavnagar jillana Mahuva ma joiye etlo daru male se polis hapta Lay ne maja kare se
3226,GM,.2022 ma fer-badal krvo pdse.....
3227,GM,Vtv a gujarat ni ndtv jevu ch......
3228,GM,Surat na limbayat vistar ma pn aaj rite khulle-aam male ch
3230,GM,Jetla comments kare atla group banavi aa atkav va mate kaik apde jate pagla laiye ...
3233,GM,Sari mahiti api sahib jose to tyathi layavsu ok
3234,GM,"Bhai, public memo apo, rti karo, traffic vara CCTV  be numbariya na adda par gothavo, jawabdar ne faraz ma bedarkari no memo apo ane a badhu publish karo."
3235,GM,Pela a solution lavo traffic niyamo ni mane 
3236,GM,Aa badhu police na supports vagar possible nathi .... Roj hapta Mali jai che
3237,GM,"Bhai Ahmadabad ma chara nagar che , naroda kuber nagar , je jat no naso joi malse 5rs ni padiki thi lai 5000rs na nasila padarth male che , daru to ghare ghare male che ,"
3238,GM," aavo amdavad na ketla vistar ma ne kya kya daru male che batavu , Rajasthan ma pan nai vechato etlo Gujarat ma loki pi jai che , "
3239,GM,BUTLEGARO
3241,GM,Police potej ema bhagidar hoy che
3242,GM,As loko nu kahevu Che k ame to khali aamaro pagar kadhiye chiye aano profet to police vala lai jay
3244,GM,GUJRAT POLICE JINDA SE TO BATHU MAST SE..
3245,GM,Bau Saru kam Karyu ..VTv thenks
3246,GM,Action lyo yarr as badha upar
3247,GM,Mara Gam ma khulle aam daru vechay dar mahine police ni gadi aave ane hapto lay jay live joyelu and police station thi 700 MTR ma j male che
3248,GM,Aa reporting kay navay nathi police hapta le che ene badhi j khabar hoy che
3250,GM,Haffta chale public nu chale nahi MP mla samel hoy navai nahi
3251,GM,Aa badhu Gujarat police no galti che Aa  hafta na leta hoy to aa nobat na aave
3254,GM,.kem aama jetla vepari o che te loko kadach mahine 1-2 lakh kamay che pan jyare police pakde tyare...s.p.ke p.i. dodh be lakh rupiya lae jay aama pela garibo ne kai vadhtu j nathi..
3255,GM,Mari government ne vinananti ðŸ™ðŸ™ðŸ™ che ke aa badhu bandh karave..
3256,GM,Badha customer ne easily madi jay che aa badhu..bas police vada ne j nathi dekhatu khali..
3258,GM,"Mahila Nirdosh hoi 6e tme khoto aarop nakho 6 j mahila nu tme apman kru 6e, mahila aavu Kam Kari j na sake aa media na sabdo 6 "
3259,GM,Police  ne badhi khabar chhe hafta le chhe oolice
3260,GM,Agar local public ne b khbar hoy k kya su male 6e to police ne to khbar j hoy ne... But paisa kon khay pa6i.. . Badha ne badhu khbar j hoy 6e
3261,GM,Police ne pan khbar hoi che pan eej paisa khavu hoi che
3263,GM,Encounter ak j ilaj...nahi to aa badhu chaltu rehse...
