,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
3816,HM,So heart touching song .. very emotional 😥,So heart touching song  very emotional 😥,So heart touching song  very emotional ,42,40,39,"['so', 'heart', 'touching', 'song', 'very', 'emotional', '']"
3817,HM,bhutt rona aata h sunkr schii😓😭😭😓,bhutt rona aata h sunkr schii😓😭😭😓,bhutt rona aata h sunkr schii,33,33,29,"['bhutt', 'rona', 'aata', 'h', 'sunkr', 'schii']"
3824,HM,Jay ho,Jay ho,Jay ho,6,6,6,"['jay', 'ho']"
3846,HM,Bahut suparb voise h aapki,Bahut suparb voise h aapki,Bahut suparb voise h aapki,26,26,26,"['bahut', 'suparb', 'voise', 'h', 'aapki']"
3922,HM,is poem ke liye muje bahot mar pdi he yad nai rheti thi yaar,is poem ke liye muje bahot mar pdi he yad nai rheti thi yaar,is poem ke liye muje bahot mar pdi he yad nai rheti thi yaar,60,60,60,"['is', 'poem', 'ke', 'liye', 'muje', 'bahot', 'mar', 'pdi', 'he', 'yad', 'nai', 'rheti', 'thi', 'yaar']"
3990,HM,Om bariya mujhe bahut hi achhe lagte h,Om bariya mujhe bahut hi achhe lagte h,Om bariya mujhe bahut hi achhe lagte h,38,38,38,"['om', 'bariya', 'mujhe', 'bahut', 'hi', 'achhe', 'lagte', 'h']"
4044,HM,Bhahut hi achha hai ganaa,Bhahut hi achha hai ganaa,Bhahut hi achha hai ganaa,25,25,25,"['bhahut', 'hi', 'achha', 'hai', 'ganaa']"
4068,HM,Mera fevrit song,Mera fevrit song,Mera fevrit song,16,16,16,"['mera', 'fevrit', 'song']"
4084,HM,"is ladke ki shakl same mer frend se milti h .... 
 amazing","is ladke ki shakl same mer frend se milti h  
 amazing","is ladke ki shakl same mer frend se milti h  
 amazing",58,54,54,"['is', 'ladke', 'ki', 'shakl', 'same', 'mer', 'frend', 'se', 'milti', 'h', 'amazing']"
4103,HM,Bahut mast hai mere Bhai yah song Dil ko chha Gaya super super super hit song number one song,Bahut mast hai mere Bhai yah song Dil ko chha Gaya super super super hit song number one song,Bahut mast hai mere Bhai yah song Dil ko chha Gaya super super super hit song number one song,93,93,93,"['bahut', 'mast', 'hai', 'mere', 'bhai', 'yah', 'song', 'dil', 'ko', 'chha', 'gaya', 'super', 'super', 'super', 'hit', 'song', 'number', 'one', 'song']"
4120,HM,Mast song hai,Mast song hai,Mast song hai,13,13,13,"['mast', 'song', 'hai']"
4121,HM,Nice  song  bhai,Nice  song  bhai,Nice  song  bhai,16,16,16,"['nice', 'song', 'bhai']"
4125,HM,Bhai supar song he,Bhai supar song he,Bhai supar song he,18,18,18,"['bhai', 'supar', 'song', 'he']"
4128,HM,naic ki bolu jan teri ayad me jina h,naic ki bolu jan teri ayad me jina h,naic ki bolu jan teri ayad me jina h,36,36,36,"['naic', 'ki', 'bolu', 'jan', 'teri', 'ayad', 'me', 'jina', 'h']"
4141,HM,50℅ songs ke bol samajh ahe lekin  song bahut achha tha,50℅ songs ke bol samajh ahe lekin  song bahut achha tha,50 songs ke bol samajh ahe lekin  song bahut achha tha,55,55,54,"['50', 'songs', 'ke', 'bol', 'samajh', 'ahe', 'lekin', 'song', 'bahut', 'achha', 'tha']"
4165,HM,Bhot aucha song hai,Bhot aucha song hai,Bhot aucha song hai,19,19,19,"['bhot', 'aucha', 'song', 'hai']"
4168,HM,Me kaya khu .no.1❤❤,Me kaya khu no1❤❤,Me kaya khu no1,19,17,15,"['me', 'kaya', 'khu', 'no1']"
4173,HM,હમને તો ઓ ખોયા જો હમારા કભી થાહી નહીં  લેકીન ઉસને ઓ ખોયા જો સીફ ઉસીકા થા,હમને તો ઓ ખોયા જો હમારા કભી થાહી નહીં  લેકીન ઉસને ઓ ખોયા જો સીફ ઉસીકા થા,હમને તો ઓ ખોયા જો હમારા કભી થાહી નહીં  લેકીન ઉસને ઓ ખોયા જો સીફ ઉસીકા થા,72,72,72,"['હમને', 'તો', 'ઓ', 'ખોયા', 'જો', 'હમારા', 'કભી', 'થાહી', 'નહીં', 'લેકીન', 'ઉસને', 'ઓ', 'ખોયા', 'જો', 'સીફ', 'ઉસીકા', 'થા']"
4204,HM,Shi he bhai,Shi he bhai,Shi he bhai,11,11,11,"['shi', 'he', 'bhai']"
4212,HM,Pyar bhi usi se hota jo bevfa ho,Pyar bhi usi se hota jo bevfa ho,Pyar bhi usi se hota jo bevfa ho,32,32,32,"['pyar', 'bhi', 'usi', 'se', 'hota', 'jo', 'bevfa', 'ho']"
4224,HM,sir es prkar ka gana na to aya he aur nahi koi bana sakta he salute jignesh sir,sir es prkar ka gana na to aya he aur nahi koi bana sakta he salute jignesh sir,sir es prkar ka gana na to aya he aur nahi koi bana sakta he salute jignesh sir,79,79,79,"['sir', 'es', 'prkar', 'ka', 'gana', 'na', 'to', 'aya', 'he', 'aur', 'nahi', 'koi', 'bana', 'sakta', 'he', 'salute', 'jignesh', 'sir']"
4227,HM, yaar tum kahi bi ho muje WhatsApp karo 7878002222, yaar tum kahi bi ho muje WhatsApp karo 7878002222, yaar tum kahi bi ho muje WhatsApp karo 7878002222,50,50,50,"['', 'yaar', 'tum', 'kahi', 'bi', 'ho', 'muje', 'whatsapp', 'karo', '7878002222']"
4228,HM,Yaar meri bi ek  koyi  gf thi usko har new years new I phone deta tha mai wo muje chodke chale gayi,Yaar meri bi ek  koyi  gf thi usko har new years new I phone deta tha mai wo muje chodke chale gayi,Yaar meri bi ek  koyi  gf thi usko har new years new I phone deta tha mai wo muje chodke chale gayi,99,99,99,"['yaar', 'meri', 'bi', 'ek', 'koyi', 'gf', 'thi', 'usko', 'har', 'new', 'years', 'new', 'i', 'phone', 'deta', 'tha', 'mai', 'wo', 'muje', 'chodke', 'chale', 'gayi']"
4234,HM,My love lyf bilkul perfect but fir b song bhut achha lagta,My love lyf bilkul perfect but fir b song bhut achha lagta,My love lyf bilkul perfect but fir b song bhut achha lagta,58,58,58,"['my', 'love', 'lyf', 'bilkul', 'perfect', 'but', 'fir', 'b', 'song', 'bhut', 'achha', 'lagta']"
4242,HM,Kon kon sun rha he bhai #2019 me,Kon kon sun rha he bhai 2019 me,Kon kon sun rha he bhai 2019 me,32,31,31,"['kon', 'kon', 'sun', 'rha', 'he', 'bhai', '2019', 'me']"
4250,HM,Aa song 🎶 badiya lage bhai bau song aankha Gujarat i,Aa song 🎶 badiya lage bhai bau song aankha Gujarat i,Aa song  badiya lage bhai bau song aankha Gujarat i,52,52,51,"['aa', 'song', 'badiya', 'lage', 'bhai', 'bau', 'song', 'aankha', 'gujarat', 'i']"
4253,HM,Kis Kis ko yi gana sun Kare ankh me aansu aa gaye vo ek like kare,Kis Kis ko yi gana sun Kare ankh me aansu aa gaye vo ek like kare,Kis Kis ko yi gana sun Kare ankh me aansu aa gaye vo ek like kare,65,65,65,"['kis', 'kis', 'ko', 'yi', 'gana', 'sun', 'kare', 'ankh', 'me', 'aansu', 'aa', 'gaye', 'vo', 'ek', 'like', 'kare']"
4256,HM,Mai bhi sadme mai hu,Mai bhi sadme mai hu,Mai bhi sadme mai hu,20,20,20,"['mai', 'bhi', 'sadme', 'mai', 'hu']"
4265,HM,Mane pan Maro Juno love yaad aave 6e. Miss you p.,Mane pan Maro Juno love yaad aave 6e Miss you p,Mane pan Maro Juno love yaad aave 6e Miss you p,49,47,47,"['mane', 'pan', 'maro', 'juno', 'love', 'yaad', 'aave', '6e', 'miss', 'you', 'p']"
4267,HM,Kudh pe bharosha hai ki tujhe pa sakta hu par bhagay me tu nahi hai    😣😥😷😷😷😵😵😵😵😵,Kudh pe bharosha hai ki tujhe pa sakta hu par bhagay me tu nahi hai    😣😥😷😷😷😵😵😵😵😵,Kudh pe bharosha hai ki tujhe pa sakta hu par bhagay me tu nahi hai    ,81,81,71,"['kudh', 'pe', 'bharosha', 'hai', 'ki', 'tujhe', 'pa', 'sakta', 'hu', 'par', 'bhagay', 'me', 'tu', 'nahi', 'hai', '']"
4268,HM,Bhai kon kon 2019 me sun rha ahe ✌,Bhai kon kon 2019 me sun rha ahe ✌,Bhai kon kon 2019 me sun rha ahe ,34,34,33,"['bhai', 'kon', 'kon', '2019', 'me', 'sun', 'rha', 'ahe', '']"
4269,HM,Very nice song mrko bhut psnd aaya h,Very nice song mrko bhut psnd aaya h,Very nice song mrko bhut psnd aaya h,36,36,36,"['very', 'nice', 'song', 'mrko', 'bhut', 'psnd', 'aaya', 'h']"
4273,HM,Dua Mai Yaad Rakhna,Dua Mai Yaad Rakhna,Dua Mai Yaad Rakhna,19,19,19,"['dua', 'mai', 'yaad', 'rakhna']"
4281,HM,Wo log pagal hai jo piyar mai  suicide karta hai,Wo log pagal hai jo piyar mai  suicide karta hai,Wo log pagal hai jo piyar mai  suicide karta hai,48,48,48,"['wo', 'log', 'pagal', 'hai', 'jo', 'piyar', 'mai', 'suicide', 'karta', 'hai']"
4300,HM,O ladkiya pyaar me paagl mat banana ok,O ladkiya pyaar me paagl mat banana ok,O ladkiya pyaar me paagl mat banana ok,38,38,38,"['o', 'ladkiya', 'pyaar', 'me', 'paagl', 'mat', 'banana', 'ok']"
4304,HM,Good jagana banaya hai,Good jagana banaya hai,Good jagana banaya hai,22,22,22,"['good', 'jagana', 'banaya', 'hai']"
4309,HM,Supari song,Supari song,Supari song,11,11,11,"['supari', 'song']"
4321,HM,દૂવામે  યાદરખના,દૂવામે  યાદરખના,દૂવામે  યાદરખના,15,15,15,"['દૂવામે', 'યાદરખના']"
4328,HM,Duaa me  yad. Rkhna,Duaa me  yad Rkhna,Duaa me  yad Rkhna,19,18,18,"['duaa', 'me', 'yad', 'rkhna']"
4330,HM,Aap ka best chahak vishal,Aap ka best chahak vishal,Aap ka best chahak vishal,25,25,25,"['aap', 'ka', 'best', 'chahak', 'vishal']"
4331,HM,Hindi mein achche nahi lagte vijay bhai gujrati barabar hein aap ke liye,Hindi mein achche nahi lagte vijay bhai gujrati barabar hein aap ke liye,Hindi mein achche nahi lagte vijay bhai gujrati barabar hein aap ke liye,72,72,72,"['hindi', 'mein', 'achche', 'nahi', 'lagte', 'vijay', 'bhai', 'gujrati', 'barabar', 'hein', 'aap', 'ke', 'liye']"
4332,HM,Hindi nahi aati to hindi mein gaana gana chhod do,Hindi nahi aati to hindi mein gaana gana chhod do,Hindi nahi aati to hindi mein gaana gana chhod do,49,49,49,"['hindi', 'nahi', 'aati', 'to', 'hindi', 'mein', 'gaana', 'gana', 'chhod', 'do']"
4343,HM,Aavoga tome milane aapna kayal rakha,Aavoga tome milane aapna kayal rakha,Aavoga tome milane aapna kayal rakha,36,36,36,"['aavoga', 'tome', 'milane', 'aapna', 'kayal', 'rakha']"
4350,HM,Super duper hit song Che...,Super duper hit song Che,Super duper hit song Che,27,24,24,"['super', 'duper', 'hit', 'song', 'che']"
4365,HM,Aap gaana muje bahut accha lagthe he... Aap ko my fan hogya…,Aap gaana muje bahut accha lagthe he Aap ko my fan hogya…,Aap gaana muje bahut accha lagthe he Aap ko my fan hogya,60,57,56,"['aap', 'gaana', 'muje', 'bahut', 'accha', 'lagthe', 'he', 'aap', 'ko', 'my', 'fan', 'hogya']"
4484,HM,Khajur bhai end video ringtone konsi hai,Khajur bhai end video ringtone konsi hai,Khajur bhai end video ringtone konsi hai,40,40,40,"['khajur', 'bhai', 'end', 'video', 'ringtone', 'konsi', 'hai']"
4565,HM,Khajur bhai ko like karo,Khajur bhai ko like karo,Khajur bhai ko like karo,24,24,24,"['khajur', 'bhai', 'ko', 'like', 'karo']"
4569,HM,Khajur Bhai aap pubg ka video banaea,Khajur Bhai aap pubg ka video banaea,Khajur Bhai aap pubg ka video banaea,36,36,36,"['khajur', 'bhai', 'aap', 'pubg', 'ka', 'video', 'banaea']"
4670,HM,Khajur bhai me mp se hoo or aapke video bahut passand he mujhe kuch kuch ward samj nhi pata hoo ,Khajur bhai me mp se hoo or aapke video bahut passand he mujhe kuch kuch ward samj nhi pata hoo ,Khajur bhai me mp se hoo or aapke video bahut passand he mujhe kuch kuch ward samj nhi pata hoo ,96,96,96,"['khajur', 'bhai', 'me', 'mp', 'se', 'hoo', 'or', 'aapke', 'video', 'bahut', 'passand', 'he', 'mujhe', 'kuch', 'kuch', 'ward', 'samj', 'nhi', 'pata', 'hoo', '']"
4671,HM,but achha lagte he apke video or apki acting,but achha lagte he apke video or apki acting,but achha lagte he apke video or apki acting,44,44,44,"['but', 'achha', 'lagte', 'he', 'apke', 'video', 'or', 'apki', 'acting']"
4690,HM,Khajur Bhai Pehchana,Khajur Bhai Pehchana,Khajur Bhai Pehchana,20,20,20,"['khajur', 'bhai', 'pehchana']"
4705,HM,apki har video 1 no he khajur bhai(à¹‘â€¢á´—â€¢à¹‘)â™¡,apki har video 1 no he khajur bhaià¹‘â€¢á´—â€¢à¹‘â™¡,apki har video 1 no he khajur bhai,54,52,34,"['apki', 'har', 'video', '1', 'no', 'he', 'khajur', 'bhai']"
4813,HM,498 pe banavo,498 pe banavo,498 pe banavo,13,13,13,"['498', 'pe', 'banavo']"
4840,HM,Tere naam jordar,Tere naam jordar,Tere naam jordar,16,16,16,"['tere', 'naam', 'jordar']"
4897,HM,Khajur bhai hit hai,Khajur bhai hit hai,Khajur bhai hit hai,19,19,19,"['khajur', 'bhai', 'hit', 'hai']"
4913,HM,Khajur bhai jinda bad ðŸ’®ðŸ’®ðŸ’®,Khajur bhai jinda bad ðŸ’®ðŸ’®ðŸ’®,Khajur bhai jinda bad ,34,34,22,"['khajur', 'bhai', 'jinda', 'bad', '']"
4964,HM,Jane bhi do yaro !!!,Jane bhi do yaro ,Jane bhi do yaro ,20,17,17,"['jane', 'bhi', 'do', 'yaro', '']"
4983,HM,Suparrr se upar ho Bhai,Suparrr se upar ho Bhai,Suparrr se upar ho Bhai,23,23,23,"['suparrr', 'se', 'upar', 'ho', 'bhai']"
5272,HM,desh ke liye mar mitege par hame free me kuchh nahi chahiye,desh ke liye mar mitege par hame free me kuchh nahi chahiye,desh ke liye mar mitege par hame free me kuchh nahi chahiye,59,59,59,"['desh', 'ke', 'liye', 'mar', 'mitege', 'par', 'hame', 'free', 'me', 'kuchh', 'nahi', 'chahiye']"
5277,HM,Jis insan ko jarurat unahe hi do Ham kisan he ,Jis insan ko jarurat unahe hi do Ham kisan he ,Jis insan ko jarurat unahe hi do Ham kisan he ,46,46,46,"['jis', 'insan', 'ko', 'jarurat', 'unahe', 'hi', 'do', 'ham', 'kisan', 'he', '']"
5364,HM,no log Kiya kry Jin logo Kay pas rasankhart nhi hay to bhai log kha say khay gay in ka to Kiya hoga,no log Kiya kry Jin logo Kay pas rasankhart nhi hay to bhai log kha say khay gay in ka to Kiya hoga,no log Kiya kry Jin logo Kay pas rasankhart nhi hay to bhai log kha say khay gay in ka to Kiya hoga,99,99,99,"['no', 'log', 'kiya', 'kry', 'jin', 'logo', 'kay', 'pas', 'rasankhart', 'nhi', 'hay', 'to', 'bhai', 'log', 'kha', 'say', 'khay', 'gay', 'in', 'ka', 'to', 'kiya', 'hoga']"
5365,HM,Jo log kiray par rhtay hay ,Jo log kiray par rhtay hay ,Jo log kiray par rhtay hay ,27,27,27,"['jo', 'log', 'kiray', 'par', 'rhtay', 'hay', '']"
5378,HM,Hamko mafat me nahi chahiye,Hamko mafat me nahi chahiye,Hamko mafat me nahi chahiye,27,27,27,"['hamko', 'mafat', 'me', 'nahi', 'chahiye']"
5384,HM,kya khayenge kaise jiyenge ghar ke log presan h ,kya khayenge kaise jiyenge ghar ke log presan h ,kya khayenge kaise jiyenge ghar ke log presan h ,48,48,48,"['kya', 'khayenge', 'kaise', 'jiyenge', 'ghar', 'ke', 'log', 'presan', 'h', '']"
5398,HM,paise khatam ho gaye ,paise khatam ho gaye ,paise khatam ho gaye ,21,21,21,"['paise', 'khatam', 'ho', 'gaye', '']"
5416,HM,3.5 killo gahu pesane kaha jaye shop to sab band he,35 killo gahu pesane kaha jaye shop to sab band he,35 killo gahu pesane kaha jaye shop to sab band he,51,50,50,"['35', 'killo', 'gahu', 'pesane', 'kaha', 'jaye', 'shop', 'to', 'sab', 'band', 'he']"
5425,HM,Usi Tarah yah log garibon ko Anaaj bhi khelenge,Usi Tarah yah log garibon ko Anaaj bhi khelenge,Usi Tarah yah log garibon ko Anaaj bhi khelenge,47,47,47,"['usi', 'tarah', 'yah', 'log', 'garibon', 'ko', 'anaaj', 'bhi', 'khelenge']"
5427,HM,Anaaj lene ke liye line Mein Khade Rahenge to kya Corona virus Nahin aaega,Anaaj lene ke liye line Mein Khade Rahenge to kya Corona virus Nahin aaega,Anaaj lene ke liye line Mein Khade Rahenge to kya Corona virus Nahin aaega,74,74,74,"['anaaj', 'lene', 'ke', 'liye', 'line', 'mein', 'khade', 'rahenge', 'to', 'kya', 'corona', 'virus', 'nahin', 'aaega']"
5428,HM,Junagadh k batwa Gav k 42 loko Amritsar ma fasayela Che ,Junagadh k batwa Gav k 42 loko Amritsar ma fasayela Che ,Junagadh k batwa Gav k 42 loko Amritsar ma fasayela Che ,56,56,56,"['junagadh', 'k', 'batwa', 'gav', 'k', '42', 'loko', 'amritsar', 'ma', 'fasayela', 'che', '']"
5429,HM,Hamari kamai Neta aur police Jeetni  ,Hamari kamai Neta aur police Jeetni  ,Hamari kamai Neta aur police Jeetni  ,37,37,37,"['hamari', 'kamai', 'neta', 'aur', 'police', 'jeetni', '']"
5430,HM,Jese notebandi ke Waqt Sab ke account mein 15-15 lakh Aaye The ,Jese notebandi ke Waqt Sab ke account mein 1515 lakh Aaye The ,Jese notebandi ke Waqt Sab ke account mein 1515 lakh Aaye The ,63,62,62,"['jese', 'notebandi', 'ke', 'waqt', 'sab', 'ke', 'account', 'mein', '1515', 'lakh', 'aaye', 'the', '']"
5432,HM,Budget Sarkar Jama Mata ki aarti,Budget Sarkar Jama Mata ki aarti,Budget Sarkar Jama Mata ki aarti,32,32,32,"['budget', 'sarkar', 'jama', 'mata', 'ki', 'aarti']"
5444,HM,Bolna Tak hi thik he boldiya,Bolna Tak hi thik he boldiya,Bolna Tak hi thik he boldiya,28,28,28,"['bolna', 'tak', 'hi', 'thik', 'he', 'boldiya']"
5445,HM,21 me 2 din nikl gaye,21 me 2 din nikl gaye,21 me 2 din nikl gaye,21,21,21,"['21', 'me', '2', 'din', 'nikl', 'gaye']"
5463,HM,Electric city aur petrol maybe chhut Milani chahie,Electric city aur petrol maybe chhut Milani chahie,Electric city aur petrol maybe chhut Milani chahie,50,50,50,"['electric', 'city', 'aur', 'petrol', 'maybe', 'chhut', 'milani', 'chahie']"
5464,HM,Paise Nahin Hai vah Kya Karega,Paise Nahin Hai vah Kya Karega,Paise Nahin Hai vah Kya Karega,30,30,30,"['paise', 'nahin', 'hai', 'vah', 'kya', 'karega']"
5466,HM,Hum Ahmadabad me fase huye h ,Hum Ahmadabad me fase huye h ,Hum Ahmadabad me fase huye h ,29,29,29,"['hum', 'ahmadabad', 'me', 'fase', 'huye', 'h', '']"
5480,HM,Patna Jana h kam band h ,Patna Jana h kam band h ,Patna Jana h kam band h ,24,24,24,"['patna', 'jana', 'h', 'kam', 'band', 'h', '']"
5492,HM, Gujarat sarkar se hamari request h, Gujarat sarkar se hamari request h, Gujarat sarkar se hamari request h,35,35,35,"['', 'gujarat', 'sarkar', 'se', 'hamari', 'request', 'h']"
5493,HM, Jo majdoor yaha fase huye h, Jo majdoor yaha fase huye h, Jo majdoor yaha fase huye h,28,28,28,"['', 'jo', 'majdoor', 'yaha', 'fase', 'huye', 'h']"
5494,HM, unko uske ghar pahunchaya jaye please help, unko uske ghar pahunchaya jaye please help, unko uske ghar pahunchaya jaye please help,43,43,43,"['', 'unko', 'uske', 'ghar', 'pahunchaya', 'jaye', 'please', 'help']"
5965,HM,plz kuch hindi gane gao na plz ....,plz kuch hindi gane gao na plz ,plz kuch hindi gane gao na plz ,35,31,31,"['plz', 'kuch', 'hindi', 'gane', 'gao', 'na', 'plz', '']"
6038,HM,खच,खच,खच,2,2,2,['खच']
6040,HM,Kanha ki jagah om baraiya ko lena chahiye tha,Kanha ki jagah om baraiya ko lena chahiye tha,Kanha ki jagah om baraiya ko lena chahiye tha,45,45,45,"['kanha', 'ki', 'jagah', 'om', 'baraiya', 'ko', 'lena', 'chahiye', 'tha']"
6044,HM,Gujraat ki shaan gita rabari,Gujraat ki shaan gita rabari,Gujraat ki shaan gita rabari,28,28,28,"['gujraat', 'ki', 'shaan', 'gita', 'rabari']"
6069,HM,DJ ho to easy ho,DJ ho to easy ho,DJ ho to easy ho,16,16,16,"['dj', 'ho', 'to', 'easy', 'ho']"
6077,HM,Yeah song muje Bahut Pasand he aur kiss kiss ko pasand he like karo,Yeah song muje Bahut Pasand he aur kiss kiss ko pasand he like karo,Yeah song muje Bahut Pasand he aur kiss kiss ko pasand he like karo,67,67,67,"['yeah', 'song', 'muje', 'bahut', 'pasand', 'he', 'aur', 'kiss', 'kiss', 'ko', 'pasand', 'he', 'like', 'karo']"
6099,HM,comment padhne walo subscribe kar do Please,comment padhne walo subscribe kar do Please,comment padhne walo subscribe kar do Please,43,43,43,"['comment', 'padhne', 'walo', 'subscribe', 'kar', 'do', 'please']"
6100,HM,Mast song,Mast song,Mast song,9,9,9,"['mast', 'song']"
6102,HM,Mast he didi,Mast he didi,Mast he didi,12,12,12,"['mast', 'he', 'didi']"
6112,HM,Mai Rajasthan se hu aur mujhe Gujarati aati hai,Mai Rajasthan se hu aur mujhe Gujarati aati hai,Mai Rajasthan se hu aur mujhe Gujarati aati hai,47,47,47,"['mai', 'rajasthan', 'se', 'hu', 'aur', 'mujhe', 'gujarati', 'aati', 'hai']"
6115,HM,Kya rkha he hindi me 😄 Gujarati suno😄😄😄😄😄😄🥇🥇🥇🥇🥇🥇🥇,Kya rkha he hindi me 😄 Gujarati suno😄😄😄😄😄😄🥇🥇🥇🥇🥇🥇🥇,Kya rkha he hindi me  Gujarati suno,49,49,35,"['kya', 'rkha', 'he', 'hindi', 'me', 'gujarati', 'suno']"
6116,HM,Likee kro vidyo ko,Likee kro vidyo ko,Likee kro vidyo ko,18,18,18,"['likee', 'kro', 'vidyo', 'ko']"
6120,HM,Pyar  sab we bada dokka h,Pyar  sab we bada dokka h,Pyar  sab we bada dokka h,25,25,25,"['pyar', 'sab', 'we', 'bada', 'dokka', 'h']"
6121,HM,Kon kon sun rha 2020,Kon kon sun rha 2020,Kon kon sun rha 2020,20,20,20,"['kon', 'kon', 'sun', 'rha', '2020']"
6133,HM,Ye song jobhi gaya hai use upar wala khus rakhe ,Ye song jobhi gaya hai use upar wala khus rakhe ,Ye song jobhi gaya hai use upar wala khus rakhe ,48,48,48,"['ye', 'song', 'jobhi', 'gaya', 'hai', 'use', 'upar', 'wala', 'khus', 'rakhe', '']"
6134,HM,Mp dhar se Hoon and mujhe ye song bahut pasnd hai,Mp dhar se Hoon and mujhe ye song bahut pasnd hai,Mp dhar se Hoon and mujhe ye song bahut pasnd hai,49,49,49,"['mp', 'dhar', 'se', 'hoon', 'and', 'mujhe', 'ye', 'song', 'bahut', 'pasnd', 'hai']"
6142,HM,Hay ye gana muje bahut achchha lga hay,Hay ye gana muje bahut achchha lga hay,Hay ye gana muje bahut achchha lga hay,38,38,38,"['hay', 'ye', 'gana', 'muje', 'bahut', 'achchha', 'lga', 'hay']"
6146,HM,mene akber gujarat mai travell kiyatha 2017 may bohut achcha laga,mene akber gujarat mai travell kiyatha 2017 may bohut achcha laga,mene akber gujarat mai travell kiyatha 2017 may bohut achcha laga,65,65,65,"['mene', 'akber', 'gujarat', 'mai', 'travell', 'kiyatha', '2017', 'may', 'bohut', 'achcha', 'laga']"
6147,HM,Mujhe gujarati jada nahi ate hai ,Mujhe gujarati jada nahi ate hai ,Mujhe gujarati jada nahi ate hai ,33,33,33,"['mujhe', 'gujarati', 'jada', 'nahi', 'ate', 'hai', '']"
6148,HM,Main delhi se hu par mujhe Gujarati language samjh me nhi aa ti fir bhi mujhe yah song ,Main delhi se hu par mujhe Gujarati language samjh me nhi aa ti fir bhi mujhe yah song ,Main delhi se hu par mujhe Gujarati language samjh me nhi aa ti fir bhi mujhe yah song ,87,87,87,"['main', 'delhi', 'se', 'hu', 'par', 'mujhe', 'gujarati', 'language', 'samjh', 'me', 'nhi', 'aa', 'ti', 'fir', 'bhi', 'mujhe', 'yah', 'song', '']"
6149,HM, Or , Or , Or ,4,4,4,"['', 'or', '']"
6151,HM, Geeta rabadi ke song mast lgte h, Geeta rabadi ke song mast lgte h, Geeta rabadi ke song mast lgte h,33,33,33,"['', 'geeta', 'rabadi', 'ke', 'song', 'mast', 'lgte', 'h']"
6153,HM,Yeh gana kabhi purana nhi ho skta  ,Yeh gana kabhi purana nhi ho skta  ,Yeh gana kabhi purana nhi ho skta  ,35,35,35,"['yeh', 'gana', 'kabhi', 'purana', 'nhi', 'ho', 'skta', '']"
6154,HM,firbee mene a gana sunkar bohut enjoy.,firbee mene a gana sunkar bohut enjoy,firbee mene a gana sunkar bohut enjoy,38,37,37,"['firbee', 'mene', 'a', 'gana', 'sunkar', 'bohut', 'enjoy']"
6155,HM,My vee sunta hu,My vee sunta hu,My vee sunta hu,15,15,15,"['my', 'vee', 'sunta', 'hu']"
6175,HM,Dard bhara song,Dard bhara song,Dard bhara song,15,15,15,"['dard', 'bhara', 'song']"
6194,HM,Jis ko b ye song pasand h wo like kare,Jis ko b ye song pasand h wo like kare,Jis ko b ye song pasand h wo like kare,38,38,38,"['jis', 'ko', 'b', 'ye', 'song', 'pasand', 'h', 'wo', 'like', 'kare']"
6198,HM,Hii aap ka video song mast hai,Hii aap ka video song mast hai,Hii aap ka video song mast hai,30,30,30,"['hii', 'aap', 'ka', 'video', 'song', 'mast', 'hai']"
6249,HM,jio hajro sal,jio hajro sal,jio hajro sal,13,13,13,"['jio', 'hajro', 'sal']"
6251,HM,Achha Song,Achha Song,Achha Song,10,10,10,"['achha', 'song']"
6302,HM,bole.to.ek.dum.jakkkas,boletoekdumjakkkas,boletoekdumjakkkas,22,18,18,['boletoekdumjakkkas']
6322,HM,Jignesh bhai me aap se milna chata hu,Jignesh bhai me aap se milna chata hu,Jignesh bhai me aap se milna chata hu,37,37,37,"['jignesh', 'bhai', 'me', 'aap', 'se', 'milna', 'chata', 'hu']"
6339,HM,Program ke liye jagnesh kaviraj ji ke no. Send me,Program ke liye jagnesh kaviraj ji ke no Send me,Program ke liye jagnesh kaviraj ji ke no Send me,49,48,48,"['program', 'ke', 'liye', 'jagnesh', 'kaviraj', 'ji', 'ke', 'no', 'send', 'me']"
6355,HM,दुनिया बहुत मतलबी है साथ कोई कया देगा मुफत का यहा कफन नही मिलता तो सोचो बिना गम के प़यार कोन देगा,दुनिया बहुत मतलबी है साथ कोई कया देगा मुफत का यहा कफन नही मिलता तो सोचो बिना गम के प़यार कोन देगा,दुनिया बहुत मतलबी है साथ कोई कया देगा मुफत का यहा कफन नही मिलता तो सोचो बिना गम के प़यार कोन देगा,97,97,97,"['दुनिया', 'बहुत', 'मतलबी', 'है', 'साथ', 'कोई', 'कया', 'देगा', 'मुफत', 'का', 'यहा', 'कफन', 'नही', 'मिलता', 'तो', 'सोचो', 'बिना', 'गम', 'के', 'प़यार', 'कोन', 'देगा']"
6421,HM,Ek number so much aapke song he bhayya,Ek number so much aapke song he bhayya,Ek number so much aapke song he bhayya,38,38,38,"['ek', 'number', 'so', 'much', 'aapke', 'song', 'he', 'bhayya']"
6426,HM,So much mere bhai Rakesh barot,So much mere bhai Rakesh barot,So much mere bhai Rakesh barot,30,30,30,"['so', 'much', 'mere', 'bhai', 'rakesh', 'barot']"
