,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
5400,EP,Hii,Hii,Hii,3,3,3,['hii']
5433,EP,No Garib No Amir in CORONA,No Garib No Amir in CORONA,No Garib No Amir in CORONA,26,26,26,"['no', 'garib', 'no', 'amir', 'in', 'corona']"
5434,EP,Treat all equal in corona,Treat all equal in corona,Treat all equal in corona,25,25,25,"['treat', 'all', 'equal', 'in', 'corona']"
5447,EP,Sir Help US,Sir Help US,Sir Help US,11,11,11,"['sir', 'help', 'us']"
5496,EP,"Andhrpradesh,amdawad to Mumbai,Bipin ravat,132",Andhrpradeshamdawad to MumbaiBipin ravat132,Andhrpradeshamdawad to MumbaiBipin ravat132,46,43,43,"['andhrpradeshamdawad', 'to', 'mumbaibipin', 'ravat132']"
5497,EP,Happy new year sir2020,Happy new year sir2020,Happy new year sir2020,22,22,22,"['happy', 'new', 'year', 'sir2020']"
5498,EP,thnks you so much,thnks you so much,thnks you so much,17,17,17,"['thnks', 'you', 'so', 'much']"
5499,EP,"1.andhra pradesh  
 2.amadavad To Mumbai  
 3.bipin ravat  
 4.132 mi","1andhra pradesh  
 2amadavad To Mumbai  
 3bipin ravat  
 4132 mi","1andhra pradesh  
 2amadavad To Mumbai  
 3bipin ravat  
 4132 mi",69,65,65,"['1andhra', 'pradesh', '2amadavad', 'to', 'mumbai', '3bipin', 'ravat', '4132', 'mi']"
5501,EP,1.ahemdabad to Mumbai.,1ahemdabad to Mumbai,1ahemdabad to Mumbai,22,20,20,"['1ahemdabad', 'to', 'mumbai']"
5502,EP,3.bipin ravat. 4.133mi,3bipin ravat 4133mi,3bipin ravat 4133mi,22,19,19,"['3bipin', 'ravat', '4133mi']"
5505,EP,Happy New year ,Happy New year ,Happy New year ,15,15,15,"['happy', 'new', 'year', '']"
5506,EP, Good morning , Good morning , Good morning ,14,14,14,"['', 'good', 'morning', '']"
5507,EP, Answe , Answe , Answe ,7,7,7,"['', 'answe', '']"
5511,EP,Thank you sir ji.😍❤👑👍,Thank you sir ji😍❤👑👍,Thank you sir ji,21,16,16,"['thank', 'you', 'sir', 'ji']"
5512,EP,Thanks Sir,Thanks Sir,Thanks Sir,10,10,10,"['thanks', 'sir']"
5513,EP,1.c 2. 3.b  4.b 5. 132,1c 2 3b  4b 5 132,1c 2 3b  4b 5 132,22,17,17,"['1c', '2', '3b', '4b', '5', '132']"
5514,EP,"Adhraprdesh 
 Ahamdabad to Mumbai 
 Bipinravat 
  132","Adhraprdesh 
 Ahamdabad to Mumbai 
 Bipinravat 
  132","Adhraprdesh 
 Ahamdabad to Mumbai 
 Bipinravat 
  132",53,53,53,"['adhraprdesh', 'ahamdabad', 'to', 'mumbai', 'bipinravat', '132']"
5515,EP,"Happy New Year sir  
 Andhrpradesh 
 Ahmedavad to Mumbai  
 Bipin ravat  
 132mi","Happy New Year sir  
 Andhrpradesh 
 Ahmedavad to Mumbai  
 Bipin ravat  
 132mi","Happy New Year sir  
 Andhrpradesh 
 Ahmedavad to Mumbai  
 Bipin ravat  
 132mi",80,80,80,"['happy', 'new', 'year', 'sir', 'andhrpradesh', 'ahmedavad', 'to', 'mumbai', 'bipin', 'ravat', '132mi']"
5516,EP,"1.andra pradesh 
 2-amhedavad to mumbai 
 3-chief of defence staff bipim ravat 
 4-132","1andra pradesh 
 2amhedavad to mumbai 
 3chief of defence staff bipim ravat 
 4132","1andra pradesh 
 2amhedavad to mumbai 
 3chief of defence staff bipim ravat 
 4132",86,82,82,"['1andra', 'pradesh', '2amhedavad', 'to', 'mumbai', '3chief', 'of', 'defence', 'staff', 'bipim', 'ravat', '4132']"
5517,EP, Rajy , Rajy , Rajy ,6,6,6,"['', 'rajy', '']"
5518,EP, 2.amdabad to mumbai , 2amdabad to mumbai , 2amdabad to mumbai ,21,20,20,"['', '2amdabad', 'to', 'mumbai', '']"
5519,EP, Pela Lucknow to mumbai , Pela Lucknow to mumbai , Pela Lucknow to mumbai ,24,24,24,"['', 'pela', 'lucknow', 'to', 'mumbai', '']"
5520,EP, State Gujarat  capital gandhinagar , State Gujarat  capital gandhinagar , State Gujarat  capital gandhinagar ,36,36,36,"['', 'state', 'gujarat', 'capital', 'gandhinagar', '']"
5521,EP, CM Vijay Tiphani govern. Acharya devrt , CM Vijay Tiphani govern Acharya devrt , CM Vijay Tiphani govern Acharya devrt ,40,39,39,"['', 'cm', 'vijay', 'tiphani', 'govern', 'acharya', 'devrt', '']"
5522,EP, 1may 1960 Gujarat Maharashtra stthapna diwas , 1may 1960 Gujarat Maharashtra stthapna diwas , 1may 1960 Gujarat Maharashtra stthapna diwas ,46,46,46,"['', '1may', '1960', 'gujarat', 'maharashtra', 'stthapna', 'diwas', '']"
5523,EP, 3.132.jayanti janm Bharuch , 3132jayanti janm Bharuch , 3132jayanti janm Bharuch ,28,26,26,"['', '3132jayanti', 'janm', 'bharuch', '']"
5524,EP, 30 Dec. 1887 , 30 Dec 1887 , 30 Dec 1887 ,14,13,13,"['', '30', 'dec', '1887', '']"
5525,EP,"  Upnam ghanshyam.., Vyas ",  Upnam ghanshyam Vyas ,  Upnam ghanshyam Vyas ,26,23,23,"['', 'upnam', 'ghanshyam', 'vyas', '']"
5527,EP, Hall defence minister manojmukund narwane , Hall defence minister manojmukund narwane , Hall defence minister manojmukund narwane ,43,43,43,"['', 'hall', 'defence', 'minister', 'manojmukund', 'narwane', '']"
5528,EP, Establish..1895.15 January.  , Establish189515 January  , Establish189515 January  ,30,26,26,"['', 'establish189515', 'january', '']"
5529,EP, Hall vayusena Pramukh R. K. S Bhadauriya  , Hall vayusena Pramukh R K S Bhadauriya  , Hall vayusena Pramukh R K S Bhadauriya  ,43,41,41,"['', 'hall', 'vayusena', 'pramukh', 'r', 'k', 's', 'bhadauriya', '']"
5530,EP, Established 8 Oct. 1932 , Established 8 Oct 1932 , Established 8 Oct 1932 ,25,24,24,"['', 'established', '8', 'oct', '1932', '']"
5531,EP, Nosena Pramukh karmbir  Singh 4 Dec. 1612, Nosena Pramukh karmbir  Singh 4 Dec 1612, Nosena Pramukh karmbir  Singh 4 Dec 1612,42,41,41,"['', 'nosena', 'pramukh', 'karmbir', 'singh', '4', 'dec', '1612']"
5532,EP,1Koneru hmpi.. =Andhrprdesh  ,1Koneru hmpi Andhrprdesh  ,1Koneru hmpi Andhrprdesh  ,29,26,26,"['1koneru', 'hmpi', 'andhrprdesh', '']"
5533,EP, 2.tejash tren = Amdavad thi Mumbai  , 2tejash tren  Amdavad thi Mumbai  , 2tejash tren  Amdavad thi Mumbai  ,37,35,35,"['', '2tejash', 'tren', 'amdavad', 'thi', 'mumbai', '']"
5534,EP, 3.Cds na prathm prmukh = bipin ravat  , 3Cds na prathm prmukh  bipin ravat  , 3Cds na prathm prmukh  bipin ravat  ,39,37,37,"['', '3cds', 'na', 'prathm', 'prmukh', 'bipin', 'ravat', '']"
5535,EP, 4.kanyalal munshi jnm jaynti =132, 4kanyalal munshi jnm jaynti 132, 4kanyalal munshi jnm jaynti 132,34,32,32,"['', '4kanyalal', 'munshi', 'jnm', 'jaynti', '132']"
5536,EP,"1.D 
 2.B 
 3.B 
 4.132","1D 
 2B 
 3B 
 4132","1D 
 2B 
 3B 
 4132",23,19,19,"['1d', '2b', '3b', '4132']"
5537,EP,Good morning,Good morning,Good morning,12,12,12,"['good', 'morning']"
5538,EP,"Happy new year  
 Sir","Happy new year  
 Sir","Happy new year  
 Sir",21,21,21,"['happy', 'new', 'year', 'sir']"
5539,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
5540,EP,"1-konery hampi (andhrpradeh) 
 2-tejash tren-(Ahmed to Mumbai 
 3-cds-bipin ravat","1konery hampi andhrpradeh 
 2tejash trenAhmed to Mumbai 
 3cdsbipin ravat","1konery hampi andhrpradeh 
 2tejash trenAhmed to Mumbai 
 3cdsbipin ravat",81,73,73,"['1konery', 'hampi', 'andhrpradeh', '2tejash', 'trenahmed', 'to', 'mumbai', '3cdsbipin', 'ravat']"
5541,EP,"1 - Aandhrprdesh, 2 - Amadavad to Mumbai, 3 - bipin ravat",1  Aandhrprdesh 2  Amadavad to Mumbai 3  bipin ravat,1  Aandhrprdesh 2  Amadavad to Mumbai 3  bipin ravat,57,52,52,"['1', 'aandhrprdesh', '2', 'amadavad', 'to', 'mumbai', '3', 'bipin', 'ravat']"
5542,EP,Ans of the day  ,Ans of the day  ,Ans of the day  ,16,16,16,"['ans', 'of', 'the', 'day', '']"
5543,EP, Ans 1 aandhrapradesh  , Ans 1 aandhrapradesh  , Ans 1 aandhrapradesh  ,23,23,23,"['', 'ans', '1', 'aandhrapradesh', '']"
5544,EP, Ans 2 ahemdabad to bomday  , Ans 2 ahemdabad to bomday  , Ans 2 ahemdabad to bomday  ,28,28,28,"['', 'ans', '2', 'ahemdabad', 'to', 'bomday', '']"
5545,EP, Ans 3 bipin ravat  , Ans 3 bipin ravat  , Ans 3 bipin ravat  ,20,20,20,"['', 'ans', '3', 'bipin', 'ravat', '']"
5546,EP, Ans 4 kanaiya lal manek lal munshi  , Ans 4 kanaiya lal manek lal munshi  , Ans 4 kanaiya lal manek lal munshi  ,37,37,37,"['', 'ans', '4', 'kanaiya', 'lal', 'manek', 'lal', 'munshi', '']"
5547,EP,          Birth date 30 December       1887bharuch - gujrat  ,          Birth date 30 December       1887bharuch  gujrat  ,          Birth date 30 December       1887bharuch  gujrat  ,61,60,60,"['', 'birth', 'date', '30', 'december', '1887bharuch', 'gujrat', '']"
5549,EP,1. Koneru humpy (Andhhra Pradesh)  ,1 Koneru humpy Andhhra Pradesh  ,1 Koneru humpy Andhhra Pradesh  ,35,32,32,"['1', 'koneru', 'humpy', 'andhhra', 'pradesh', '']"
5550,EP, 1 st rapid champion Woman Of India  , 1 st rapid champion Woman Of India  , 1 st rapid champion Woman Of India  ,37,37,37,"['', '1', 'st', 'rapid', 'champion', 'woman', 'of', 'india', '']"
5553,EP, 2. 2 nd tejas train  Ahm to Mumbai  , 2 2 nd tejas train  Ahm to Mumbai  , 2 2 nd tejas train  Ahm to Mumbai  ,37,36,36,"['', '2', '2', 'nd', 'tejas', 'train', 'ahm', 'to', 'mumbai', '']"
5554,EP, 17 jan 2020 thi starting  , 17 jan 2020 thi starting  , 17 jan 2020 thi starting  ,27,27,27,"['', '17', 'jan', '2020', 'thi', 'starting', '']"
5555,EP, 1 st tejas lakhanau To Delhi  , 1 st tejas lakhanau To Delhi  , 1 st tejas lakhanau To Delhi  ,31,31,31,"['', '1', 'st', 'tejas', 'lakhanau', 'to', 'delhi', '']"
5556,EP, 3. Bipin rawat is The first Chief of defence staff of India , 3 Bipin rawat is The first Chief of defence staff of India , 3 Bipin rawat is The first Chief of defence staff of India ,61,60,60,"['', '3', 'bipin', 'rawat', 'is', 'the', 'first', 'chief', 'of', 'defence', 'staff', 'of', 'india', '']"
5557,EP, Previously He was Chief of Indian Army  , Previously He was Chief of Indian Army  , Previously He was Chief of Indian Army  ,41,41,41,"['', 'previously', 'he', 'was', 'chief', 'of', 'indian', 'army', '']"
5558,EP, 4. Kanaiyalal munshi ni 132 janma jayanti ujavayi , 4 Kanaiyalal munshi ni 132 janma jayanti ujavayi , 4 Kanaiyalal munshi ni 132 janma jayanti ujavayi ,51,50,50,"['', '4', 'kanaiyalal', 'munshi', 'ni', '132', 'janma', 'jayanti', 'ujavayi', '']"
5559,EP, 30 Dec 1887 Ma janm , 30 Dec 1887 Ma janm , 30 Dec 1887 Ma janm ,21,21,21,"['', '30', 'dec', '1887', 'ma', 'janm', '']"
5575,EP, A.2.amdavd thi mubai. , A2amdavd thi mubai , A2amdavd thi mubai ,23,20,20,"['', 'a2amdavd', 'thi', 'mubai', '']"
5576,EP, A.3.cds. na chief Bipin rawat .3 years mate. , A3cds na chief Bipin rawat 3 years mate , A3cds na chief Bipin rawat 3 years mate ,46,41,41,"['', 'a3cds', 'na', 'chief', 'bipin', 'rawat', '3', 'years', 'mate', '']"
5577,EP, A.4.132., A4132, A4132,9,6,6,"['', 'a4132']"
5580,EP,Andrapradesh /ahme to mumbai/bipin ravat /132,Andrapradesh ahme to mumbaibipin ravat 132,Andrapradesh ahme to mumbaibipin ravat 132,45,42,42,"['andrapradesh', 'ahme', 'to', 'mumbaibipin', 'ravat', '132']"
5582,EP,Good,Good,Good,4,4,4,['good']
5583,EP,"1 andhraprades 
 2 Amdavad to Mumbai","1 andhraprades 
 2 Amdavad to Mumbai","1 andhraprades 
 2 Amdavad to Mumbai",36,36,36,"['1', 'andhraprades', '2', 'amdavad', 'to', 'mumbai']"
5584,EP,3 bipin ravat. cds,3 bipin ravat cds,3 bipin ravat cds,18,17,17,"['3', 'bipin', 'ravat', 'cds']"
5585,EP,"4 
 3 
 2 
 132janamjayanti","4 
 3 
 2 
 132janamjayanti","4 
 3 
 2 
 132janamjayanti",27,27,27,"['4', '3', '2', '132janamjayanti']"
5586,EP,Thank u sir,Thank u sir,Thank u sir,11,11,11,"['thank', 'u', 'sir']"
5589,EP,1..  Amdavad to Mumbai.  2. Bipin rawat,1  Amdavad to Mumbai  2 Bipin rawat,1  Amdavad to Mumbai  2 Bipin rawat,39,35,35,"['1', 'amdavad', 'to', 'mumbai', '2', 'bipin', 'rawat']"
5590,EP,"(1)Aandhra Pradesh  
 (2)Amdavad to Mumbai  
 (3)Bipin Ravat 
 (4)132","1Aandhra Pradesh  
 2Amdavad to Mumbai  
 3Bipin Ravat 
 4132","1Aandhra Pradesh  
 2Amdavad to Mumbai  
 3Bipin Ravat 
 4132",69,61,61,"['1aandhra', 'pradesh', '2amdavad', 'to', 'mumbai', '3bipin', 'ravat', '4132']"
5591,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
5592,EP,"1. Adhrpresh 
 2. Ahmedabad thi Mumbai  
 3. Bipin ravat  
 4. 132 mi","1 Adhrpresh 
 2 Ahmedabad thi Mumbai  
 3 Bipin ravat  
 4 132 mi","1 Adhrpresh 
 2 Ahmedabad thi Mumbai  
 3 Bipin ravat  
 4 132 mi",69,65,65,"['1', 'adhrpresh', '2', 'ahmedabad', 'thi', 'mumbai', '3', 'bipin', 'ravat', '4', '132', 'mi']"
5593,EP,Thank you So Much Sir,Thank you So Much Sir,Thank you So Much Sir,21,21,21,"['thank', 'you', 'so', 'much', 'sir']"
5596,EP," Nice... Current affairs., 👌", Nice Current affairs 👌, Nice Current affairs ,28,22,22,"['', 'nice', 'current', 'affairs', '']"
5597,EP,1 =D ,1 D ,1 D ,5,4,4,"['1', 'd', '']"
5598,EP, 2= Ahmadabad to mumbai , 2 Ahmadabad to mumbai , 2 Ahmadabad to mumbai ,24,23,23,"['', '2', 'ahmadabad', 'to', 'mumbai', '']"
5599,EP, 3= Bipin ravat , 3 Bipin ravat , 3 Bipin ravat ,16,15,15,"['', '3', 'bipin', 'ravat', '']"
5600,EP, 4 = 132 no Janm jaynti , 4  132 no Janm jaynti , 4  132 no Janm jaynti ,24,23,23,"['', '4', '132', 'no', 'janm', 'jaynti', '']"
5602,EP,ANDHRA PRADESH ,ANDHRA PRADESH ,ANDHRA PRADESH ,15,15,15,"['andhra', 'pradesh', '']"
5603,EP, AHMEDABAD TO MUMBAI CENTRAL , AHMEDABAD TO MUMBAI CENTRAL , AHMEDABAD TO MUMBAI CENTRAL ,29,29,29,"['', 'ahmedabad', 'to', 'mumbai', 'central', '']"
5604,EP," STOP-(ANAND,BARODA,SURAT,VAPI,BORIVALI) ", STOPANANDBARODASURATVAPIBORIVALI , STOPANANDBARODASURATVAPIBORIVALI ,41,34,34,"['', 'stopanandbarodasuratvapiborivali', '']"
5606,EP, THANK YOU SIR , THANK YOU SIR , THANK YOU SIR ,15,15,15,"['', 'thank', 'you', 'sir', '']"
5607,EP, HAPPY NEW YEAR, HAPPY NEW YEAR, HAPPY NEW YEAR,15,15,15,"['', 'happy', 'new', 'year']"
5608,EP,1-Aandhrapradesh  ,1Aandhrapradesh  ,1Aandhrapradesh  ,18,17,17,"['1aandhrapradesh', '']"
5611,EP, 4- 132mi, 4 132mi, 4 132mi,9,8,8,"['', '4', '132mi']"
5614,EP,Thank you 👏🏻,Thank you 👏🏻,Thank you ,12,10,10,"['thank', 'you', '']"
5615,EP,Tnx very much mam......,Tnx very much mam,Tnx very much mam,23,17,17,"['tnx', 'very', 'much', 'mam']"
5616,EP,thank you,thank you,thank you,9,9,9,"['thank', 'you']"
5618,EP,Thank you so much sir😘😘,Thank you so much sir😘😘,Thank you so much sir,23,21,21,"['thank', 'you', 'so', 'much', 'sir']"
5619,EP,Thank u...,Thank u,Thank u,10,7,7,"['thank', 'u']"
5620,EP,Thank you ICE Team 🙏,Thank you ICE Team 🙏,Thank you ICE Team ,20,19,19,"['thank', 'you', 'ice', 'team', '']"
5621,EP,Thanks,Thanks,Thanks,6,6,6,['thanks']
5622,EP,🤘ONE OF THE BEST CURRENT NEWS OF INDIA FOR  COMPETITIVE EXAM❤️❤️❤️ LOTS OF THANKS✌️🙏,🤘ONE OF THE BEST CURRENT NEWS OF INDIA FOR  COMPETITIVE EXAM❤️❤️❤️ LOTS OF THANKS✌️🙏,ONE OF THE BEST CURRENT NEWS OF INDIA FOR  COMPETITIVE EXAM LOTS OF THANKS,84,74,74,"['one', 'of', 'the', 'best', 'current', 'news', 'of', 'india', 'for', 'competitive', 'exam', 'lots', 'of', 'thanks']"
5623,EP,Very very nice...,Very very nice,Very very nice,17,14,14,"['very', 'very', 'nice']"
5624,EP,Nice,Nice,Nice,4,4,4,['nice']
5626,EP,Thank u,Thank u,Thank u,7,7,7,"['thank', 'u']"
5627,EP,Nice,Nice,Nice,4,4,4,['nice']
5628,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
5629,EP,Thank you Sir,Thank you Sir,Thank you Sir,13,13,13,"['thank', 'you', 'sir']"
5630,EP,Thank you madam,Thank you madam,Thank you madam,15,15,15,"['thank', 'you', 'madam']"
5631,EP,thank you tean ICE,thank you tean ICE,thank you tean ICE,18,18,18,"['thank', 'you', 'tean', 'ice']"
5632,EP,"Nice 👌👌👌👌👍👍👍👍  
 Thank you.....💐💐💐","Nice 👌👌👌👌👍👍👍👍  
 Thank you💐💐💐","Nice   
 Thank you",34,18,18,"['nice', 'thank', 'you']"
5634,EP,Thank you ICE..,Thank you ICE,Thank you ICE,15,13,13,"['thank', 'you', 'ice']"
5635,EP,Thanks,Thanks,Thanks,6,6,6,['thanks']
5636,EP,Thanks Ice Team,Thanks Ice Team,Thanks Ice Team,15,15,15,"['thanks', 'ice', 'team']"
5637,EP,Sir!! Please restart the ice model papers!! ,Sir Please restart the ice model papers ,Sir Please restart the ice model papers ,44,40,40,"['sir', 'please', 'restart', 'the', 'ice', 'model', 'papers', '']"
5638,EP, It is very helpful in getting the better preparation of govt.exam!! , It is very helpful in getting the better preparation of govtexam , It is very helpful in getting the better preparation of govtexam ,69,66,66,"['', 'it', 'is', 'very', 'helpful', 'in', 'getting', 'the', 'better', 'preparation', 'of', 'govtexam', '']"
5639,EP, Sir!! please its a humble request!;, Sir please its a humble request, Sir please its a humble request,36,32,32,"['', 'sir', 'please', 'its', 'a', 'humble', 'request']"
5641,EP,Thank you...,Thank you,Thank you,12,9,9,"['thank', 'you']"
5642,EP,Thank you ice team,Thank you ice team,Thank you ice team,18,18,18,"['thank', 'you', 'ice', 'team']"
5644,EP,Thank you sar gi,Thank you sar gi,Thank you sar gi,16,16,16,"['thank', 'you', 'sar', 'gi']"
5645,EP,Thank ice chanal,Thank ice chanal,Thank ice chanal,16,16,16,"['thank', 'ice', 'chanal']"
5647,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
5649,EP, I just want to inform you that you have shown an Oscar Awards list instead of filmfare awards.., I just want to inform you that you have shown an Oscar Awards list instead of filmfare awards, I just want to inform you that you have shown an Oscar Awards list instead of filmfare awards,96,94,94,"['', 'i', 'just', 'want', 'to', 'inform', 'you', 'that', 'you', 'have', 'shown', 'an', 'oscar', 'awards', 'list', 'instead', 'of', 'filmfare', 'awards']"
5651,EP,thank u so much.....😊,thank u so much😊,thank u so much,21,15,15,"['thank', 'u', 'so', 'much']"
5652,EP,Good ice team,Good ice team,Good ice team,13,13,13,"['good', 'ice', 'team']"
5653,EP,Thanks ice team,Thanks ice team,Thanks ice team,15,15,15,"['thanks', 'ice', 'team']"
5661,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
5662,EP,"Thank you so much  
 Ice team","Thank you so much  
 Ice team","Thank you so much  
 Ice team",29,29,29,"['thank', 'you', 'so', 'much', 'ice', 'team']"
5663,EP,Very nice video keep continue,Very nice video keep continue,Very nice video keep continue,29,29,29,"['very', 'nice', 'video', 'keep', 'continue']"
5664,EP,thank you👏,thank you👏,thank you,10,9,9,"['thank', 'you']"
5665,EP,Good sir,Good sir,Good sir,8,8,8,"['good', 'sir']"
5667,EP, Governor -> R.N. Ravi, Governor  RN Ravi, Governor  RN Ravi,22,18,18,"['', 'governor', 'rn', 'ravi']"
5668,EP, Chief Minister - -> Neiphiu Rio , Chief Minister   Neiphiu Rio , Chief Minister   Neiphiu Rio ,33,30,30,"['', 'chief', 'minister', 'neiphiu', 'rio', '']"
5674,EP,  The International Border Lines of India,  The International Border Lines of India,  The International Border Lines of India,41,41,41,"['', 'the', 'international', 'border', 'lines', 'of', 'india']"
5675,EP, Pakistan -> Radcliff line -3323 kms, Pakistan  Radcliff line 3323 kms, Pakistan  Radcliff line 3323 kms,36,33,33,"['', 'pakistan', 'radcliff', 'line', '3323', 'kms']"
5676,EP, Bangladesh -> purbanchal(operating zero line) - 4096.7 kms, Bangladesh  purbanchaloperating zero line  40967 kms, Bangladesh  purbanchaloperating zero line  40967 kms,59,53,53,"['', 'bangladesh', 'purbanchaloperating', 'zero', 'line', '40967', 'kms']"
5677,EP, china -> macmohan line -3380 kms, china  macmohan line 3380 kms, china  macmohan line 3380 kms,33,30,30,"['', 'china', 'macmohan', 'line', '3380', 'kms']"
5678,EP, Bhutan -> indo-bhutan ->699 kms, Bhutan  indobhutan 699 kms, Bhutan  indobhutan 699 kms,32,27,27,"['', 'bhutan', 'indobhutan', '699', 'kms']"
5679,EP, Afghanistan -> Durand line - 106 kms, Afghanistan  Durand line  106 kms, Afghanistan  Durand line  106 kms,37,34,34,"['', 'afghanistan', 'durand', 'line', '106', 'kms']"
5681,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
5682,EP,Superb  ! ,Superb   ,Superb   ,10,9,9,"['superb', '']"
5684,EP, Very very 👌 ! , Very very 👌  , Very very   ,15,13,13,"['', 'very', 'very', '']"
5685,EP, 👍 it  !!, 👍 it  ,  it  ,9,6,6,"['', 'it', '']"
5686,EP,Thanks sir good,Thanks sir good,Thanks sir good,15,15,15,"['thanks', 'sir', 'good']"
5687,EP,Tx.....sar,Txsar,Txsar,10,5,5,['txsar']
5689,EP,Very good,Very good,Very good,9,9,9,"['very', 'good']"
5691,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
5692,EP,"Redclif line In sv Pav and In Vs Bangladesh  
 Mekmohan line In vs China","Redclif line In sv Pav and In Vs Bangladesh  
 Mekmohan line In vs China","Redclif line In sv Pav and In Vs Bangladesh  
 Mekmohan line In vs China",72,72,72,"['redclif', 'line', 'in', 'sv', 'pav', 'and', 'in', 'vs', 'bangladesh', 'mekmohan', 'line', 'in', 'vs', 'china']"
5694,EP,National institution for transforming India,National institution for transforming India,National institution for transforming India,43,43,43,"['national', 'institution', 'for', 'transforming', 'india']"
5695,EP,1)National Institution for Transforming India,1National Institution for Transforming India,1National Institution for Transforming India,45,44,44,"['1national', 'institution', 'for', 'transforming', 'india']"
5696,EP,WHO's Director General :   Tedros Adhanom Ghebreyesus,WHOs Director General    Tedros Adhanom Ghebreyesus,WHOs Director General    Tedros Adhanom Ghebreyesus,53,51,51,"['whos', 'director', 'general', 'tedros', 'adhanom', 'ghebreyesus']"
5697,EP,Between India Pakistan : Redkliffe ,Between India Pakistan  Redkliffe ,Between India Pakistan  Redkliffe ,35,34,34,"['between', 'india', 'pakistan', 'redkliffe', '']"
5698,EP, Between India China  : Mekmohan , Between India China   Mekmohan , Between India China   Mekmohan ,33,32,32,"['', 'between', 'india', 'china', 'mekmohan', '']"
5699,EP, Between  India Afghanistan :            , Between  India Afghanistan             , Between  India Afghanistan             ,41,40,40,"['', 'between', 'india', 'afghanistan', '']"
5700,EP, Durardline , Durardline , Durardline ,12,12,12,"['', 'durardline', '']"
5701,EP,  Between   North Koriya sauth Koriya : 38 perelal ,  Between   North Koriya sauth Koriya  38 perelal ,  Between   North Koriya sauth Koriya  38 perelal ,51,50,50,"['', 'between', 'north', 'koriya', 'sauth', 'koriya', '38', 'perelal', '']"
5702,EP, Thanks Edusafar, Thanks Edusafar, Thanks Edusafar,16,16,16,"['', 'thanks', 'edusafar']"
5705,EP,Good sir,Good sir,Good sir,8,8,8,"['good', 'sir']"
5706,EP,Thanks for video,Thanks for video,Thanks for video,16,16,16,"['thanks', 'for', 'video']"
5709,EP,Thanks sar,Thanks sar,Thanks sar,10,10,10,"['thanks', 'sar']"
5710,EP,NITI = NATIONAL INSTITUTIONS FOR TRANSFORMING,NITI  NATIONAL INSTITUTIONS FOR TRANSFORMING,NITI  NATIONAL INSTITUTIONS FOR TRANSFORMING,45,44,44,"['niti', 'national', 'institutions', 'for', 'transforming']"
5711,EP,Nice,Nice,Nice,4,4,4,['nice']
5712,EP,India and Pakistan  between border name is Red cliffs  ,India and Pakistan  between border name is Red cliffs  ,India and Pakistan  between border name is Red cliffs  ,55,55,55,"['india', 'and', 'pakistan', 'between', 'border', 'name', 'is', 'red', 'cliffs', '']"
5713,EP, India and chaina between MCmohan Line. , India and chaina between MCmohan Line , India and chaina between MCmohan Line ,40,39,39,"['', 'india', 'and', 'chaina', 'between', 'mcmohan', 'line', '']"
5714,EP, Pakistan and Afghanistan  between  Durand Line. , Pakistan and Afghanistan  between  Durand Line , Pakistan and Afghanistan  between  Durand Line ,49,48,48,"['', 'pakistan', 'and', 'afghanistan', 'between', 'durand', 'line', '']"
5715,EP, India and Sri lanka between Palk Strait. , India and Sri lanka between Palk Strait , India and Sri lanka between Palk Strait ,42,41,41,"['', 'india', 'and', 'sri', 'lanka', 'between', 'palk', 'strait', '']"
5716,EP, India and Bangladesh  between Radcliffe  line , India and Bangladesh  between Radcliffe  line , India and Bangladesh  between Radcliffe  line ,47,47,47,"['', 'india', 'and', 'bangladesh', 'between', 'radcliffe', 'line', '']"
5717,EP, Indo Nepal Border  between India and Nepal.  , Indo Nepal Border  between India and Nepal  , Indo Nepal Border  between India and Nepal  ,46,45,45,"['', 'indo', 'nepal', 'border', 'between', 'india', 'and', 'nepal', '']"
5718,EP, North Korea  and south  Korea between 38th Parrale. , North Korea  and south  Korea between 38th Parrale , North Korea  and south  Korea between 38th Parrale ,53,52,52,"['', 'north', 'korea', 'and', 'south', 'korea', 'between', '38th', 'parrale', '']"
5719,EP, United  Nations  and Canada between 48th Parrale  degree., United  Nations  and Canada between 48th Parrale  degree, United  Nations  and Canada between 48th Parrale  degree,58,57,57,"['', 'united', 'nations', 'and', 'canada', 'between', '48th', 'parrale', 'degree']"
5720,EP,NITI.national institut transforming india,NITInational institut transforming india,NITInational institut transforming india,41,40,40,"['nitinational', 'institut', 'transforming', 'india']"
5721,EP,Good,Good,Good,4,4,4,['good']
5722,EP,thank you sir,thank you sir,thank you sir,13,13,13,"['thank', 'you', 'sir']"
5724,EP,Congelation sir,Congelation sir,Congelation sir,15,15,15,"['congelation', 'sir']"
